Enrichment,TD_Density,Irradiation_Vehicle,R,A,S,N_U-235,Radial_R,Axial_Z,0.0,1.0,3.0,5.0,10.0,15.0,20.0,22.0,24.0,25.0,25.001,26.0,28.0,30.0,35.0,40.0,45.0,47.0,49.0,50.0,50.001,51.0,53.0,55.0,60.0,65.0,70.0,72.0,74.0,75.0,75.001,76.0,78.0,80.0,85.0,90.0,95.0,97.0,99.0,100.0,100.001,101.0,103.0,105.0,110.0,115.0,120.0,122.0,124.0,125.0,125.001,126.0,128.0,130.0,135.0,140.0,145.0,147.0,149.0,150.0
5.0,9.864,RB,1,1,1,1.1141e+21,260.3889,-245.8115,224.19695,269.108943,278.693692,283.101702,290.139844,316.840794,353.237472,373.743638,404.232758,467.642721,210.436597,242.770569,250.794997,256.216757,266.705858,280.190572,322.793436,334.31853,365.080088,425.133709,189.294425,220.38129,228.560013,227.042405,243.149952,260.611778,289.260457,308.091288,329.2332,382.441373,170.195556,200.882904,207.818784,206.748481,217.863241,241.079009,263.071994,281.397697,305.86605,349.825768,156.792787,187.942684,187.566089,190.726871,199.97255,216.234401,246.517896,256.113126,276.147554,317.292592,144.157169,170.420126,175.719441,175.685331,194.24078,206.765499,222.26116,238.25076,257.101578,294.043039
5.0,9.864,RB,1,1,2,1.1141e+21,260.3889,-221.3115,262.128055,324.681647,334.36766,334.960441,348.718215,364.372833,409.568962,434.380991,470.470358,529.267176,238.755876,289.897224,299.510986,308.446645,314.55492,332.334644,364.78528,389.471901,421.01963,469.117986,209.859042,252.681256,267.430397,276.406724,280.584123,297.999337,331.163191,344.936876,386.88042,418.777107,191.674349,233.747889,242.318825,248.377702,257.743416,275.486199,304.332665,313.392345,347.656306,381.070042,171.279862,211.29568,227.27034,226.010284,231.865351,243.049748,275.639741,289.750304,314.615158,355.057061,159.8055,196.543442,208.19058,207.708949,216.059372,232.161521,259.985389,268.342883,297.524014,326.667431
5.0,9.864,RB,1,1,3,1.1141e+21,260.3889,-196.8115,303.25922,384.411782,398.6277,401.957795,414.188679,434.901826,480.062404,494.779593,548.165836,603.36513,266.313941,343.51854,359.563827,358.463938,370.9996,378.167952,418.027842,443.265729,484.007467,521.192148,238.616976,306.168473,313.082916,316.747975,328.956106,330.658624,368.979606,394.807753,426.8858,461.017399,209.665723,272.387508,285.047743,287.776977,287.589828,299.092886,322.084486,352.456009,382.256775,418.248612,188.778965,248.107552,251.741683,252.184503,260.323931,272.529476,297.018047,319.7106,355.409988,384.898739,175.126062,223.235432,234.681769,236.868166,237.257822,252.998113,284.077355,297.777047,331.455734,357.013036
5.0,9.864,RB,1,1,4,1.1141e+21,260.3889,-172.3115,349.280388,461.988822,475.181796,473.639041,477.20982,494.738645,548.722712,589.801131,618.553895,637.519634,302.096184,391.675025,407.953695,404.253786,411.660942,425.109857,481.743721,506.64652,530.521753,548.681886,264.789831,345.137615,356.386477,352.600873,358.432032,368.720485,410.389009,441.387419,461.393364,483.484419,230.993538,301.246549,309.316553,307.931194,318.43298,330.59635,372.438564,398.84817,413.722196,431.949868,210.420365,276.106458,282.583118,280.930506,289.674721,302.201471,345.18293,366.949072,386.147345,401.61343,197.78058,259.609288,264.102813,260.572567,272.059178,282.384499,325.973248,344.055977,355.770157,375.850958
5.0,9.864,RB,1,1,5,1.1141e+21,260.3889,-147.8115,407.320939,529.659746,542.458268,542.914028,550.339441,575.419628,627.592586,659.913271,669.1497,682.16355,351.325255,456.546155,462.943869,460.72703,460.880828,483.36186,539.089251,549.062384,563.473549,577.216475,298.060815,379.713476,392.565433,385.544898,387.572071,409.34846,458.289308,473.518707,484.408097,496.233239,260.090151,337.956536,346.681567,340.669115,349.593986,372.821244,405.467081,423.345012,429.587684,451.712699,237.130709,309.502152,317.087723,314.528995,320.263739,339.16278,381.95136,392.669035,406.523398,418.761286,222.519439,286.149271,293.298023,290.327696,297.368837,321.521728,358.103332,371.418716,380.321516,388.263435
5.0,9.864,RB,1,1,6,1.1141e+21,260.3889,-123.3115,475.012675,608.155928,628.833208,618.098447,622.995907,661.108687,700.546734,717.10139,718.1111,715.836302,400.61907,501.070058,513.396372,509.673543,509.463992,541.692291,572.628919,578.870322,581.601014,581.621244,337.470471,421.459375,429.268912,421.991253,430.822169,461.791697,488.655725,495.55627,501.736338,503.109955,291.700064,368.357285,374.546164,373.228753,378.565669,402.290967,439.34767,445.721094,448.558827,453.063337,267.382839,333.706459,346.291747,342.6848,346.479308,379.010017,403.6262,408.71823,417.87786,424.536316,248.107142,310.787178,322.175476,314.91179,324.501086,358.578348,382.882419,393.476782,399.193997,412.069593
5.0,9.864,RB,1,2,1,1.1141e+21,260.3889,-45.85,626.906295,859.348782,871.812853,867.606448,842.237184,821.133031,792.022994,779.226859,775.276987,754.068527,489.876643,667.314844,673.708726,653.910793,630.003286,626.374096,612.179452,609.125195,600.643658,589.558131,388.025677,533.050084,529.406279,521.491083,515.689722,513.163443,526.316435,518.992245,516.695723,514.177074,343.299384,463.076523,468.329193,458.856661,456.827937,456.914654,467.328282,471.29946,475.168483,459.605023,317.379063,427.443038,426.910942,420.299006,419.600494,439.674402,440.616866,440.066348,441.424893,435.687643,301.901863,410.657362,409.489997,404.169371,402.535037,413.17429,421.576013,426.3292,428.246018,412.957141
5.0,9.864,RB,1,2,2,1.1141e+21,260.3889,-21.35,638.436266,904.934605,907.555519,881.626354,852.521916,832.922297,791.374821,775.248529,765.644863,761.738167,491.189813,683.752611,680.393082,662.159735,649.483643,629.779779,617.380943,606.29283,603.107029,593.722115,399.080946,556.60184,551.332659,532.981211,516.527328,514.664882,511.090803,515.18483,512.876413,499.390829,351.776463,474.916697,477.06129,460.929008,452.591859,458.915437,465.489804,471.638925,475.31931,474.946387,330.926888,446.566696,448.164885,441.541641,434.981996,445.626006,457.495787,459.658419,463.550668,454.553079,320.569949,442.550054,437.108428,433.929066,418.631365,426.348058,442.351403,437.908722,437.989821,427.960038
5.0,9.864,RB,1,2,3,1.1141e+21,260.3889,3.15,633.511402,905.779771,909.183975,894.556167,852.120101,830.477166,792.836563,789.57387,777.063488,753.852536,490.976464,697.277302,686.919043,668.138483,644.172669,626.899432,624.090856,615.913455,601.734273,596.32672,401.006547,565.636544,559.81478,537.164332,532.012141,527.910492,512.964186,522.125171,509.482183,509.328766,350.121498,485.124404,482.100738,476.110825,465.714631,472.445878,473.022415,477.40113,469.113623,468.395638,327.273007,458.083507,454.739739,440.868165,432.457381,436.491644,443.131834,454.958514,445.417866,443.707458,309.178211,426.331787,427.361075,415.083842,412.414363,425.752792,428.224441,442.284838,431.344123,423.256322
