Enrichment,TD_Density,Irradiation_Vehicle,R,A,S,N_U-235,Radial_R,Axial_Z,0.0,1.0,3.0,5.0,10.0,15.0,20.0,22.0,24.0,25.0,25.001,26.0,28.0,30.0,35.0,40.0,45.0,47.0,49.0,50.0,50.001,51.0,53.0,55.0,60.0,65.0,70.0,72.0,74.0,75.0,75.001,76.0,78.0,80.0,85.0,90.0,95.0,97.0,99.0,100.0,100.001,101.0,103.0,105.0,110.0,115.0,120.0,122.0,124.0,125.0,125.001,126.0,128.0,130.0,135.0,140.0,145.0,147.0,149.0,150.0
0.35,13.63,RB,1,1,1,1.1638e+20,260.3889,-245.8115,26.7986755,33.5134485,33.3651322,35.7754432,43.9342469,60.608246,67.0952148,74.9659148,86.4103492,104.181498,53.0018065,66.2983263,61.910397,66.323691,71.4928346,80.5624843,95.4053324,101.919458,112.327467,130.713834,64.7708892,77.4031675,77.9604511,81.3618676,94.6226839,100.773456,114.987711,117.208771,130.512563,148.588993,73.1538134,85.6328406,87.531057,87.9133742,95.556419,105.882384,126.834416,131.647256,138.667805,165.144808,77.1479955,89.3314888,94.2644886,101.032096,103.743777,114.80955,137.112946,140.080228,154.366945,177.237661,83.3368992,99.8206218,102.314015,102.858396,109.999756,121.394928,143.205374,150.263536,161.055805,183.430171
0.35,13.63,RB,1,1,2,1.1638e+20,260.3889,-221.3115,30.7980054,40.7128038,41.3247002,43.2452323,54.3892199,70.5028986,85.5141912,94.8147431,113.000856,123.004901,64.1478543,80.9082135,81.407464,85.0009661,92.1238445,103.505714,127.422457,133.422654,150.171359,167.748753,80.9076398,101.794655,106.885618,108.794007,115.170634,127.436089,150.525344,154.167722,171.678147,188.627787,90.7943439,114.339723,117.077769,120.931635,127.52806,142.434983,162.893605,165.058924,184.453272,204.091531,98.3125005,123.639475,125.234613,128.956717,133.73547,145.865256,166.774141,177.760679,198.245844,217.538675,104.460366,126.031083,135.269684,134.817626,142.233888,156.688382,177.004749,185.203682,203.810142,230.422982
0.35,13.63,RB,1,1,3,1.1638e+20,260.3889,-196.8115,35.1359842,43.4409838,49.2806739,53.8573042,66.7552322,88.6013598,104.020136,119.195081,136.506519,157.304444,78.5827773,103.670164,105.264844,108.059965,115.848406,133.312153,152.613682,165.596215,185.551448,209.776923,99.2712989,129.854183,136.952493,139.927795,147.549279,161.14352,180.572266,194.892043,217.174165,233.978247,112.227473,147.549706,153.524145,153.518572,160.568849,176.61827,196.706529,213.889028,234.936632,255.492514,122.176476,160.654904,164.261322,159.283888,170.832477,187.462909,210.506017,224.345187,245.069053,271.156709,128.439484,164.608869,174.017416,171.65504,177.198161,188.798204,213.55292,230.369609,250.896178,277.391201
0.35,13.63,RB,1,1,4,1.1638e+20,260.3889,-172.3115,40.6408642,59.0225879,60.2486351,61.9329915,87.2026195,103.805159,143.164213,159.747336,168.4176,179.894331,97.9760914,133.402146,137.474554,135.958266,149.887646,160.434652,199.950653,222.733265,235.63927,241.007054,127.308283,168.897269,169.478085,172.629673,179.263906,192.983801,229.68782,255.929204,264.959022,271.171294,143.891768,186.103042,191.563828,188.087607,199.316542,208.687538,246.291924,258.076696,277.490162,295.335619,147.831464,195.669547,198.076,197.277236,206.733004,222.084346,253.310368,276.78812,286.40764,302.515656,151.597818,203.35298,208.689829,202.383744,213.437003,229.882859,263.901477,285.767182,297.564992,305.883271
0.35,13.63,RB,1,1,5,1.1638e+20,260.3889,-147.8115,46.7818286,65.3313006,68.0357364,74.2064728,99.0773819,130.039631,170.894655,184.450056,200.960402,212.682983,124.117046,159.793782,164.970403,163.840896,181.976549,203.415507,241.147427,247.633735,262.046804,274.888876,154.242657,200.658434,203.439304,204.173051,213.791741,237.021154,274.960692,286.316676,297.860132,309.862988,170.625771,225.256771,226.18064,228.388536,231.419431,256.425192,293.304005,305.243985,314.50126,329.407712,182.726589,238.567169,238.383007,236.646464,242.842302,274.465279,298.771503,307.639028,329.472589,332.000527,185.042781,236.2124,241.426952,240.679447,247.18513,273.74219,303.612594,316.712962,325.226106,329.171908
0.35,13.63,RB,1,1,6,1.1638e+20,260.3889,-123.3115,53.500662,68.2398042,81.9191665,86.9895117,118.625172,159.890707,193.58238,214.061972,226.718475,231.837693,150.129833,183.721443,191.665801,199.031564,211.368321,241.3253,276.100522,287.19746,300.559993,312.09416,191.831124,241.433081,248.13692,246.583795,254.439111,288.170382,314.493368,327.055711,330.219845,340.166947,203.710001,255.680747,267.635858,264.126455,271.489752,305.395516,329.789348,348.424581,349.182424,359.664644,216.568951,267.996769,278.035856,270.177588,283.38678,315.077909,326.364191,342.47603,344.391939,358.772421,211.884474,263.63709,270.706173,267.992664,276.510428,306.174941,335.349368,342.430682,352.265321,362.384411
0.35,13.63,RB,1,2,1,1.1638e+20,260.3889,-45.85,68.9176081,97.7495357,111.139052,128.466305,180.258536,223.676849,274.211395,288.560675,294.338137,292.139786,218.205996,292.513384,299.32967,299.979963,311.755023,328.378056,345.696904,349.842073,356.770391,353.559218,255.157745,341.994264,344.365475,342.064468,347.686054,363.719332,376.88457,387.773125,375.659501,382.90555,273.715164,368.95362,364.907274,366.038193,370.004021,393.714433,395.852861,403.410747,417.295859,404.024838,281.070444,385.022696,380.895178,384.816239,378.506574,392.942654,402.939168,401.825261,407.035982,403.85734,282.614233,379.779951,381.580681,377.011197,381.142684,398.8459,396.850836,403.232441,402.267446,397.686654
0.35,13.63,RB,1,2,2,1.1638e+20,260.3889,-21.35,73.2158118,102.796651,114.334933,130.696707,187.576076,236.490807,279.511828,286.31521,301.141384,304.350037,230.157018,311.677631,315.723881,306.435473,326.524038,340.572437,359.371471,360.26486,374.189162,366.653584,269.75029,370.633311,364.407202,358.154706,368.333638,381.371366,391.208254,400.849713,408.478641,401.938168,285.840963,387.188449,390.903577,381.075592,385.74198,394.255786,400.415994,397.47023,404.746782,406.258567,284.670515,386.627076,391.923838,379.349322,382.192122,394.18731,397.111246,400.4871,408.730885,403.496085,284.657661,393.597808,391.272149,382.236309,378.870818,389.728329,402.40355,409.878324,407.786737,406.799391
0.35,13.63,RB,1,2,3,1.1638e+20,260.3889,3.15,72.041365,100.269818,123.024244,139.704263,184.505482,233.030431,265.583461,296.816813,291.283431,294.284309,226.274067,313.506483,312.715363,312.587322,325.255098,342.406389,357.454552,383.843308,377.159533,375.764552,271.036934,376.69353,379.040675,365.844426,371.002849,388.566429,393.489087,412.738759,395.365249,395.911108,284.675658,387.341031,393.504715,381.330497,387.115327,402.686643,406.84187,421.97167,414.072451,412.984858,294.602853,405.639409,410.601561,393.252508,386.892321,393.387954,399.159523,409.76255,403.858298,393.139321,287.737317,391.381264,397.56806,390.03709,380.327623,390.682666,405.070146,419.121927,410.609198,406.163834
