U%,Density,Thermal_Conductivity,IV,Digit1,Digit2,Digit3,0,1,3,5,10,15,20,22,24,25,25.001,26,28,30,35,40,45,47,49,50,50.001,51,53,55,60,65,70,72,74,75,75.001,76,78,80,85,90,95,97,99,100,100.001,101,103,105,110,115,120,122,124,125
5.0,8697.6,2.9,1,1,1,1,0,0.3164016557217686,0.9959193873858665,1.689630422913153,3.470314533674434,5.379140459221486,7.498168508709472,8.414145593975052,9.39106021702876,9.93529590371849,9.935718951675314,10.22030657839358,10.83204804499727,11.45655558751042,13.08342241865578,14.8128732924884,16.69742610669363,17.514919678328,18.38858405689957,18.87604093813632,18.8764217870853,19.13321486470418,19.69198452312635,20.26747518298599,21.69790871834456,23.19924566637701,24.89068195894555,25.62646498386265,26.41370094651282,26.85395384497006,26.85429561193123,27.08406680479199,27.58519974732659,28.10226870421817,29.41910375960735,30.80833708671192,32.34796960283986,33.01879533501055,33.74186561241321,34.14217393709171,34.14248294967125,34.35139292821709,34.80492179241629,35.26787860734051,36.47093398394234,37.74581801367785,39.14643691169391,39.76789796141288,40.43165320617432,40.80236442418595
5.0,8697.6,2.9,1,1,1,2,0,0.3624406366295578,1.17256307877769,2.004083623104776,4.11550455292903,6.347604735081383,8.798120491304623,9.83950260376969,10.96356184404135,11.59749838619052,11.59798087849525,11.92451465867751,12.6549897623866,13.40518603367205,15.32548347259301,17.32386122946028,19.48254149837829,20.40951733996565,21.40818716095165,21.96957416961875,21.97000843113618,22.26640822534082,22.91535679889683,23.57144808492849,25.24004933661598,26.98675567364193,28.935215590277,29.78395285817862,30.67131645434842,31.16593501019668,31.16632240332219,31.43166745706571,32.01677090270542,32.61323431247678,34.13635676072537,35.73348226456655,37.4635229353875,38.20636738772672,39.01728457966845,39.46681836346771,39.4671580114787,39.6997039137385,40.22101994449714,40.75735006047177,42.11647143981769,43.54786616376835,45.11001134338586,45.77751053203595,46.51035723975676,46.92037667711353
5.0,8697.6,2.9,1,1,1,3,0,0.4393980267577164,1.419020145744758,2.422744741261321,4.966892742329739,7.574608577123149,10.40383322855192,11.62179912076588,12.92817128445209,13.63849465630995,13.63902951349989,14.0227133466773,14.8940551863046,15.77270867521198,17.9765270863677,20.2487696485658,22.68489497297434,23.72937157626714,24.85451307741971,25.46437696081215,25.46483758467078,25.7945569594088,26.54729403336831,27.31338931715933,29.24149831352512,31.21882108711693,33.33304773362411,34.24777658522856,35.23750749507239,35.77444400586815,35.77485298434143,36.06813317953349,36.72795138832104,37.3971163789148,39.08265280239072,40.83401513637241,42.72381972971282,43.52932592053173,44.39914441297623,44.88076239214676,44.88113174464113,45.14563849874897,45.74061679000057,46.34498785129563,47.88334828268797,49.47206167761463,51.18602751758898,51.93260724772611,52.72918049317655,53.16003366978114
5.0,8697.6,2.9,1,1,1,4,0,0.5147320083662135,1.67247321542079,2.835213522615725,5.78004950531841,8.817533112061385,12.08312796037623,13.48097988964992,14.95960375304544,15.74280627940225,15.74339785797291,16.18628358814631,17.18023785892388,18.17485011792415,20.68461617795909,23.25870458675184,26.06090911921273,27.28063159336143,28.55535162164801,29.21760236559767,29.21810978840594,29.6010796471249,30.4624799409795,31.32964540984961,33.46480673479418,35.66417477308767,38.0578772052182,39.07093591756958,40.14759806226455,40.71645269209172,40.7168867621988,41.04882119136753,41.79546127346089,42.55307778368273,44.44229851622005,46.38143318146329,48.49542829825365,49.39805491033087,50.35697042059654,50.8651139790268,50.86550509743217,51.16399168974482,51.83721755364309,52.51680304510479,54.21448044680208,55.96988649629382,57.86428172752622,58.68066956723203,59.55119497612005,60.01089416090144
5.0,8697.6,2.9,1,1,1,5,0,0.5990571524918558,1.954341559234959,3.317434738408889,6.672508295707442,10.12663471337494,13.89372383445651,15.49186136264179,17.13155859334911,17.96957642556007,17.97022388251674,18.47819271778962,19.60916651538424,20.73765485996164,23.56011235269053,26.45693152242043,29.59539593674455,30.93222413703968,32.31876429364983,33.02772513346631,33.02826995112292,33.45976016830461,34.41879869999905,35.3801776272747,37.78532666114324,40.24441942832875,42.91620258707488,44.05226096587719,45.22336079034434,45.82804216581484,45.8285172646336,46.20741078469884,47.0412130395909,47.87064395795114,49.94071064753496,52.10009617594259,54.48724396850309,55.49548333432061,56.52646003899231,57.05539100298785,57.05580607068362,57.39301356461102,58.1482506335772,58.90932455191005,60.79312289361587,62.7338288911305,64.86730354427942,65.78769094887579,66.75402425702973,67.24568225237519
5.0,8697.6,2.9,1,1,1,6,0,0.6927355479409715,2.23322425522893,3.782595370791892,7.677835783288899,11.70639591656311,15.9738820962614,17.69979221683281,19.39774412178972,20.25430664844346,20.25498812548167,20.81415839109233,22.05652476743011,23.29494453111834,26.41359485604023,29.63938509509827,32.98513909123614,34.36161023497838,35.75671459074667,36.46058901302151,36.46114827501271,36.91948871268476,37.93443447729501,38.9514536459977,41.48874794211426,44.10300005313835,46.88830231525614,48.05636307178386,49.23458193943632,49.82012534775605,49.82059087112911,50.20957219208462,51.07169917117405,51.93338037419035,54.10984549104727,56.3977303728963,58.85242328027242,59.87021389415614,60.9153651217845,61.4462933069794,61.44671992635386,61.80687717834041,62.60309343159714,63.39225097254301,65.37383552028963,67.49355013305768,69.80239759896251,70.7688628642608,71.75694896628445,72.25629605242965
5.0,8697.6,2.9,1,1,2,1,0,0.9562103185338341,3.164663135389631,5.323091301363186,10.53623725299768,15.66924853201524,20.68290441122886,22.62887169224751,24.54187638706647,25.48697448492305,25.48775466540963,26.21198219562848,27.86404711505321,29.4837034293577,33.40984151030277,37.22514440180512,40.95842241726046,42.44655256905386,43.93008464053238,44.6522118300847,44.65281643502762,45.22593286732021,46.52046793368908,47.7971905017011,50.91254295210312,53.98433940157391,57.05324523396801,58.28754354308492,59.50182525751492,60.1009843773954,60.10149682203071,60.58858326257768,61.69818658252137,62.79808111802893,65.50324583190113,68.20785214676661,70.93895451345583,72.03005274681198,73.11244547391158,73.6514767775594,73.6519405484809,74.09944250828963,75.10898158059686,76.10537286438046,78.5705172487856,81.03671445540104,83.53433264865075,84.54581080082909,85.55733846929894,86.06005442747907
5.0,8697.6,2.9,1,1,2,2,0,0.993549332330128,3.271040183149511,5.490855635235388,10.83293492908078,15.98190472669998,20.98635912120993,22.92786567895241,24.82290923777458,25.76053411300533,25.7613236413193,26.51008120887692,28.2103507299977,29.86951038198746,33.86588016388511,37.68823515097845,41.39410216538728,42.85677460401499,44.31707729900552,45.03324094509454,45.03384088449916,45.61742939209319,46.94166827129472,48.22367900392867,51.32162041037986,54.3865438484272,57.44536834620816,58.65670841271056,59.86057768838888,60.45636791589235,60.456878583624,60.95881144699643,62.09128424786655,63.20440777373373,65.9181681392994,68.6175827331355,71.3475672754615,72.43455239079555,73.52093772950775,74.06326137093444,74.06373252079862,74.52387975201839,75.55083143461567,76.56357724158204,79.07581065574172,81.5771156268615,84.11874081393132,85.15283493679041,86.19542147719831,86.71541659800536
5.0,8697.6,2.9,1,1,2,3,0,0.9952288751556603,3.289772884530469,5.533760316443606,10.95332219506665,16.17232404548963,21.20526622066437,23.14014445616879,25.02759720596703,25.95534457595299,25.95611318395001,26.69096735836344,28.39001210577506,30.03728428609057,33.95005895999075,37.76996494705232,41.53417748708397,43.00906535959965,44.45704684934692,45.17153481945256,45.17213787426334,45.75447866854264,47.09266542308026,48.4017288867153,51.57450598657853,54.71020238176986,57.8721005992674,59.13372991517394,60.38056782567227,60.99274518099459,60.99326898551156,61.50929795295301,62.67691761208317,63.8162115447068,66.58456321482416,69.35585498872125,72.13633498799238,73.23689562635839,74.33252598734714,74.87307778104187,74.87354450468108,75.33619968256079,76.39130773100547,77.4323206423376,79.98714811802918,82.56750688599487,85.19214065452356,86.240098680663,87.29318422456736,87.81615917351395
