U%,Density,Thermal_Conductivity,IV,Digit1,Digit2,Digit3,0,1,3,5,10,15,20,22,24,25,25.001,26,28,30,35,40,45,47,49,50,50.001,51,53,55,60,65,70,72,74,75,75.001,76,78,80,85,90,95,97,99,100
5.0,9664.0,2.9,1,1,1,1,0,0.318409333680059,1.006672293075682,1.70671692361724,3.487627198830826,5.332696133205027,7.402840788074784,8.31916677996379,9.29333972767288,9.835044552733894,9.835465387097102,10.11911788899733,10.7285168658502,11.35143933074099,12.93534278403722,14.61511222198799,16.49441778859021,17.30111302965082,18.15801270646231,18.63882438395988,18.63919655506688,18.88576954406069,19.42047673879833,19.96868027667474,21.39409545273024,22.90175543582075,24.54216771338572,25.25128719781476,25.99911207695046,26.41667438516552,26.41700454239001,26.64232867825842,27.13461620540042,27.63730712832362,28.89498861555288,30.22629777991809,31.71999002673305,32.36880846678797,33.05896231866231,33.44092349811373
5.0,9664.0,2.9,1,1,1,2,0,0.364015868126961,1.174145390969791,2.014077598456339,4.172162749114284,6.39741195244,8.775345122049218,9.799116082576674,10.90703969236851,11.52395136824777,11.52442706206873,11.85052139363951,12.57674705773502,13.32053756667592,15.21220222936901,17.1999589546677,19.33145379288018,20.24000747860854,21.23527089585713,21.79723436113972,21.79766319398956,22.08611095935595,22.72881874834037,23.37609847225654,25.02488065535781,26.79588147622155,28.7151141410715,29.53948228995961,30.43241088866684,30.92680308452104,30.9271815157866,31.18609356082792,31.75591818864265,32.33382070378724,33.83468565017988,35.42765759704622,37.14926155772199,37.89027613889326,38.67687447470566,39.11276611411364
5.0,9664.0,2.9,1,1,1,3,0,0.4318682239715061,1.409252024326378,2.414080789690005,4.943270827812714,7.535779468891072,10.30045998714633,11.48835179149144,12.77277763850222,13.47276224089605,13.47329278732612,13.85016146632564,14.71036549569372,15.581460808364,17.7821586374093,20.04110991670696,22.4597342381802,23.49810826103529,24.60025223886662,25.20252461117509,25.20298546222024,25.53376343212354,26.27824609471726,27.03044402616265,28.91094678540868,30.84825208027417,32.93128494506308,33.82684554512235,34.79203432943027,35.32066033310883,35.32106542130015,35.6113413440636,36.27051928463916,36.93995414512545,38.60211765871932,40.3135584239161,42.14789314312123,42.93242314999416,43.77640124165578,44.23693612918406
5.0,9664.0,2.9,1,1,1,4,0,0.5116133172654874,1.674108453412594,2.84669569145329,5.767970102662145,8.758361865522811,11.96856053786491,13.34771395760307,14.79944082375954,15.56529364841496,15.56588081069539,16.00525557076629,16.97969373280817,17.96077753191205,20.43939585695436,22.95314081760333,25.65278179396284,26.81806387921193,28.05670823669599,28.71169701477718,28.71219371088287,29.08492161209196,29.9257881562749,30.77625548260579,32.90790404859893,35.06080262382595,37.38036632127419,38.38951804863964,39.45265265469659,40.01080005438406,40.01122804188406,40.33753703012616,41.07214410624866,41.80374740162011,43.65104034999122,45.57829696754521,47.64878959660153,48.53787396390158,49.4932456104169,49.99623046771385
5.0,9664.0,2.9,1,1,1,5,0,0.5995007618653625,1.93551468286357,3.284736380824525,6.64510231268532,10.07070033520974,13.79355523378724,15.38500792527185,17.01220565030112,17.83571449310053,17.83634495256863,18.32715762451194,19.42776479388365,20.52867302105141,23.27122873054058,26.09141948243325,29.098621922768,30.37545057331617,31.69727221045851,32.36633319779224,32.36684948773944,32.77880055919911,33.69990238965605,34.61126305328639,36.87652629223464,39.25576128391366,41.86566270923041,42.9671047603398,44.10289604035147,44.68913591248478,44.68959056221617,45.04942359384155,45.85430843376679,46.66169287925024,48.6885565022992,50.77433949908149,53.0135473979281,53.96343151274185,54.93505841949965,55.43265315623071
5.0,9664.0,2.9,1,1,1,6,0,0.6915552653796347,2.212927122401217,3.761527835110841,7.680826182776304,11.70963856033412,15.88972442495022,17.60608596705794,19.34844250489287,20.2180198096125,20.21870127500621,20.77079031162168,22.00657508439715,23.24944129788812,26.33675124061968,29.47801953450197,32.78662007241918,34.15515325174515,35.52380620109821,36.21695920349909,36.21751768975565,36.67814137744031,37.68596524230012,38.68603529859637,41.20635397970038,43.81359879290677,46.60155659146042,47.77078888733134,48.95015811938325,49.54281551762276,49.54328963847939,49.93943327523032,50.81599108110564,51.68307481853249,53.85985417605438,56.13930911966435,58.57414350426416,59.58707905708138,60.61550732775554,61.13488077146101
5.0,9664.0,2.9,1,1,2,1,0,0.9555200849884774,3.153540351072953,5.339978731377541,10.61090066685027,15.64077793323109,20.49420279472643,22.37878069910256,24.23799161065912,25.14699607254262,25.14774514531553,25.84663238930987,27.44232105049793,29.01695494580425,32.84867859706736,36.58546289858804,40.26091577400184,41.70260691316199,43.11667059788301,43.81463995248401,43.81522586593863,44.37284443970557,45.629425577883,46.86677039012943,49.88544615062795,52.84214435899383,55.79834052420053,56.9721957846708,58.13917971542525,58.7182332078478,58.71872506171031,59.1866311456867,60.23675875875756,61.28016914437224,63.85323920592101,66.44244645698757,69.0991068252046,70.15730633427457,71.21673203397592,71.7495996844592
5.0,9664.0,2.9,1,1,2,2,0,0.9842503866703163,3.247269338162053,5.472883219101024,10.84444855976185,15.95780377247453,20.91318819128993,22.86553173799102,24.77049125149844,25.6992946931427,25.70006970650536,26.4333735433665,28.1058039315209,29.73620922043837,33.62930398425809,37.36731485421785,41.03898364454111,42.48156954213075,43.89390526767911,44.59429991955896,44.59489612492414,45.16880060972655,46.47405544341901,47.74627601199454,50.81404061540124,53.80697134572141,56.77209396628686,57.95043060501639,59.12405289296156,59.70789278425917,59.70839479974018,60.20283218512252,61.31510010721088,62.39402107923014,64.99453475766335,67.5850334868582,70.24087880574413,71.31135847905851,72.38233973783554,72.91500610337252
5.0,9664.0,2.9,1,1,2,3,0,0.9797826727328086,3.250109330130595,5.479791214469495,10.87541000552031,16.09238547330849,21.11329341064866,23.06739290757761,24.98773637693241,25.92690287681402,25.92768218796205,26.66088461756411,28.33739134418828,29.9774831393166,33.92893679002491,37.73038220995314,41.40284864881774,42.84462720635014,44.27326037012418,44.97555792776832,44.97614492254181,45.54122488746962,46.83568374525588,48.10665627360002,51.18643275619073,54.18147224420066,57.18810689951149,58.40060657286756,59.59786957545415,60.18863086846758,60.18913575628557,60.68588988602299,61.81244444735444,62.91539005319036,65.6086031145647,68.26091373471482,70.95422422719705,72.04754622597532,73.13167698945769,73.66475319643682
