U%,Density,Thermal_Conductivity,IV,Digit1,Digit2,Digit3,0,1,5,10,15,20,25,25.001,26,30,35,40,45,50,50.001,51,55,60,65,70,75,75.001,76,80,85,90,95,100,100.001,101,105,110,115,120,125,125.001,126,130,135,140,145,150,150.001,151,155,160,165,170,175,175.001,176,180,185,190,195,200,200.001,201,205,210,215,220,225,225.001,226,230,235,240,245,250,250.001,251,255,260,265,270,275,275.001,276,280,285,290,295,300
0.711,13619,23,1,1,1,1,0,0.042342324,0.230980234,0.477451712,0.756776672,1.081885656,1.566816907,1.566816907,1.623594286,1.900787306,2.25552194,2.634894013,3.064735801,3.677255597,3.677255597,3.74648215,4.0816128,4.501151796,4.941690803,5.432976997,6.119568274,6.119568274,6.196070433,6.559018716,7.020832357,7.496216308,8.032957548,8.770235188,8.770235188,8.852860052,9.244766063,9.73990714,10.2502133,10.81296309,11.58660547,11.58660547,11.67220769,12.07433163,12.58149226,13.11040664,13.70162907,14.49472743,14.49472743,14.58032965,14.98245359,15.48961423,16.0185286,16.60975103,17.4028494,17.4028494,17.48845162,17.89057556,18.39773619,18.92665057,19.517873,20.31097136,20.31097136,20.39657358,20.79869752,21.30585816,21.83477253,22.42599496,23.21909332,23.21909332,23.30469555,23.70681949,24.21398012,24.7428945,25.33411692,26.12721529,26.12721529,26.21281751,26.61494145,27.12210208,27.65101646,28.24223889,29.03533725,29.03533725,29.12093948,29.52306341,30.03022405,30.55913843,31.15036085,31.94330063
0.711,13619,23,1,1,1,2,0,0.049046341,0.274385434,0.573217837,0.91850354,1.335188822,1.921964089,1.921964089,1.992302357,2.349901415,2.803958498,3.291624473,3.852319343,4.615551214,4.615551214,4.702462281,5.132742283,5.67878735,6.251636471,6.888572302,7.745513021,7.745513021,7.841028739,8.312712868,8.910738782,9.536158439,10.22542405,11.15082901,11.15082901,11.25311037,11.75961325,12.39601104,13.05725459,13.7898983,14.747669,14.747669,14.85328176,15.3705333,16.02039696,16.69953765,17.44477466,18.42569609,18.42569609,18.53130885,19.04856039,19.69842406,20.37756474,21.12280176,22.10372318,22.10372318,22.20933594,22.72658748,23.37645115,24.05559183,24.80082885,25.78175028,25.78175028,25.88736304,26.40461458,27.05447824,27.73361893,28.47885594,29.45977737,29.45977737,29.56539013,30.08264167,30.73250533,31.41164602,32.15688303,33.13780446,33.13780446,33.24341722,33.76066876,34.41053243,35.08967311,35.83491013,36.81583155,36.81583155,36.92144431,37.43869585,38.08855952,38.7677002,39.51293722,40.4936625
0.711,13619,23,1,1,1,3,0,0.058348721,0.333389775,0.705556336,1.136903026,1.64991347,2.393414181,2.393414181,2.481664292,2.945573385,3.535922892,4.163340275,4.855412486,5.810138165,5.810138165,5.918733181,6.482290356,7.188189639,7.92659534,8.733560818,9.814104213,9.814104213,9.935100935,10.55870591,11.33048911,12.13152045,13.002485,14.15354696,14.15354696,14.28055842,14.93214882,15.74729742,16.58609041,17.48706447,18.6821497,18.6821497,18.81309081,19.47918315,20.31378944,21.16810663,22.08887803,23.32108447,23.32108447,23.45202557,24.11811792,24.9527242,25.8070414,26.72781279,27.96001923,27.96001923,28.09096034,28.75705268,29.59165897,30.44597616,31.36674756,32.598954,32.598954,32.72989511,33.39598745,34.23059374,35.08491093,36.00568232,37.23788877,37.23788877,37.36882987,38.03492222,38.8695285,39.72384569,40.64461709,41.87682353,41.87682353,42.00776464,42.67385698,43.50846327,44.36278046,45.28355186,46.5157583,46.5157583,46.6466994,47.31279175,48.14739803,49.00171523,49.92248662,51.15444667
0.711,13619,23,1,1,1,4,0,0.071384206,0.398505002,0.845073036,1.367649861,1.988815549,2.900409628,2.900409628,3.012240941,3.596429861,4.331867523,5.111801496,5.9723899,7.149836955,7.149836955,7.288793585,7.996600717,8.876155294,9.77857008,10.75181387,12.06409213,12.06409213,12.21600859,12.98838704,13.9469057,14.92206124,15.97373209,17.36488226,17.36488226,17.52464028,18.32729726,19.31626824,20.32708808,21.40332354,22.82605684,22.82605684,22.98886845,23.79589767,24.79228657,25.80957091,26.89901928,28.33513049,28.33513049,28.4979421,29.30497132,30.30136022,31.31864456,32.40809293,33.84420414,33.84420414,34.00701575,34.81404497,35.81043387,36.82771821,37.91716658,39.35327779,39.35327779,39.5160894,40.32311862,41.31950752,42.33679186,43.42624023,44.86235144,44.86235144,45.02516305,45.83219227,46.82858117,47.84586551,48.93531388,50.37142509,50.37142509,50.5342367,51.34126592,52.33765482,53.35493916,54.44438753,55.88049874,55.88049874,56.04331035,56.85033957,57.84672847,58.86401281,59.95346118,61.38928523
0.711,13619,23,1,1,1,5,0,0.085235074,0.465455263,0.984872101,1.602884069,2.360894658,3.42855862,3.42855862,3.567026296,4.282190185,5.176239913,6.116719142,7.159199622,8.535255671,8.535255671,8.705038628,9.557199882,10.6040258,11.67660632,12.85271027,14.37229867,14.37229867,14.55682469,15.47090523,16.58803935,17.72492639,18.95560218,20.5418992,20.5418992,20.73225603,21.67080904,22.81288339,23.98020144,25.23104183,26.8250068,26.8250068,27.0169793,27.95913407,29.10391383,30.27544001,31.53627879,33.15629312,33.15629312,33.34826561,34.29042038,35.43520015,36.60672632,37.8675651,39.48757943,39.48757943,39.67955192,40.62170669,41.76648646,42.93801263,44.19885141,45.81886574,45.81886574,46.01083823,46.952993,48.09777277,49.26929894,50.53013773,52.15015205,52.15015205,52.34212454,53.28427931,54.42905908,55.60058525,56.86142404,58.48143836,58.48143836,58.67341085,59.61556562,60.76034539,61.93187156,63.19271035,64.81272467,64.81272467,65.00469716,65.94685193,67.0916317,68.26315787,69.52399666,71.14368704
0.711,13619,23,1,1,1,6,0,0.097504102,0.534920178,1.13660605,1.873483281,2.784458401,4.014966082,4.014966082,4.182128844,5.043854716,6.10255536,7.219210186,8.472465092,10.02254353,10.02254353,10.22059803,11.21663552,12.43141349,13.68916678,15.07429558,16.75576087,16.75576087,16.96750997,18.02659249,19.31939466,20.64324646,22.09671584,23.84093814,23.84093814,24.06129412,25.15744993,26.48477073,27.84784251,29.32784302,31.10247541,31.10247541,31.32426341,32.43689294,33.78269639,35.15675212,36.65758823,38.4455552,38.4455552,38.6673432,39.77997273,41.12577618,42.49983191,44.00066801,45.78863499,45.78863499,46.01042298,47.12305252,48.46885597,49.8429117,51.3437478,53.13171477,53.13171477,53.35350277,54.4661323,55.81193576,57.18599148,58.68682759,60.47479456,60.47479456,60.69658256,61.80921209,63.15501554,64.52907127,66.02990737,67.81787435,67.81787435,68.03966234,69.15229188,70.49809533,71.87215106,73.37298716,75.16095413,75.16095413,75.38274213,76.49537167,77.84117512,79.21523084,80.71606695,82.5036764
0.711,13619,23,1,1,2,1,0,0.137967063,0.777692963,1.672435791,2.781778399,4.107539015,5.631394087,5.631394087,5.877419777,7.201511449,8.787474384,10.42424952,12.18196459,14.05890129,14.05890129,14.34596544,15.85470754,17.62905959,19.42826476,21.31083355,23.26601823,23.26601823,23.56260331,25.11346323,26.95321935,28.79494973,30.72873959,32.73811407,32.73811407,33.03599931,34.60530562,36.44701399,38.30734375,40.24132228,42.23371823,42.23371823,42.53476232,44.09691571,45.94062443,47.80547068,49.7449012,51.74311573,51.74311573,52.04415982,53.60631321,55.45002192,57.31486817,59.2542987,61.25251323,61.25251323,61.55355731,63.1157107,64.95941942,66.82426567,68.7636962,70.76191072,70.76191072,71.06295481,72.6251082,74.46881692,76.33366317,78.27309369,80.27130822,80.27130822,80.57235231,82.1345057,83.97821441,85.84306066,87.78249119,89.78070572,89.78070572,90.0817498,91.64390319,93.48761191,95.35245816,97.29188869,99.29010321,99.29010321,99.5911473,101.1533007,102.9970094,104.8618557,106.8012862,108.7991011
0.711,13619,23,1,1,2,2,0,0.145544048,0.805046449,1.724752042,2.870206176,4.238874647,5.789491019,5.789491019,6.052383828,7.4343041,9.096275631,10.80570858,12.62684101,14.52081463,14.52081463,14.82308445,16.37355415,18.20157827,20.05256191,21.97788063,23.96863703,23.96863703,24.28491919,25.90262316,27.80436031,29.69283402,31.66746013,33.69282936,33.69282936,34.0114342,35.62612569,37.53277829,39.44348496,41.4098416,43.42094224,43.42094224,43.73842468,45.35061477,47.23695735,49.13587279,51.09007364,53.07434157,53.07434157,53.39182401,55.0040141,56.89035668,58.78927212,60.74347298,62.7277409,62.7277409,63.04522334,64.65741343,66.54375602,68.44267145,70.39687231,72.38114024,72.38114024,72.69862268,74.31081277,76.19715535,78.09607079,80.05027164,82.03453957,82.03453957,82.35202201,83.9642121,85.85055468,87.74947012,89.70367098,91.6879389,91.6879389,92.00542134,93.61761143,95.50395402,97.40286945,99.35707031,101.3413382,101.3413382,101.6588207,103.2710108,105.1573533,107.0562688,109.0104696,110.9943408
0.711,13619,23,1,1,2,3,0,0.146764037,0.810666479,1.738816221,2.887187062,4.25476203,5.791623679,5.791623679,6.053354121,7.433198369,9.084116508,10.79365224,12.6078,14.50321895,14.50321895,14.81111654,16.39266778,18.25441156,20.13269062,22.06981266,24.04834589,24.04834589,24.36597532,25.97995175,27.88401304,29.79371283,31.74949563,33.76418831,33.76418831,34.08592654,35.71893225,37.62464883,39.5302119,41.4761973,43.4624653,43.4624653,43.77948816,45.38900387,47.28490332,49.18061438,51.13562822,53.13151516,53.13151516,53.44853802,55.05805373,56.95395318,58.84966424,60.80467808,62.80056502,62.80056502,63.11758788,64.72710359,66.62300304,68.5187141,70.47372793,72.46961488,72.46961488,72.78663774,74.39615345,76.2920529,78.18776396,80.14277779,82.13866474,82.13866474,82.45568759,84.06520331,85.96110276,87.85681382,89.81182765,91.8077146,91.8077146,92.12473745,93.73425316,95.63015262,97.52586368,99.48087751,101.4767645,101.4767645,101.7937873,103.403303,105.2992025,107.1949135,109.1499274,111.1454152
