U%,Density,Thermal_Conductivity,IV,Digit1,Digit2,Digit3,N_U_235,0,1,5,10,15,20,25,25.001,26,30,35,40,45,50,50.001,51,55,60,65,70,75,75.001,76,80,85,90,95,100,100.001,101,105,110,115,120,125,125.001,126,130,135,140,145,150,150.001,151,155,160,165,170,175,175.001,176,180,185,190,195,200,200.001,201,205,210,215,220,225,225.001,226,230,235,240,245,250,250.001,251,255,260,265,270,275,275.001,276,280,285,290,295,300
0.711,14280,23,1,1,1,1,2.46E+20,42.99727925,48.37584133,51.1428476,56.54382903,64.57308865,92.49377041,101.6690163,61.00336605,69.46226029,70.85333317,75.51032285,84.424298,116.2857394,124.8994063,71.09169881,81.09366233,81.80197358,85.36466704,94.03835136,128.1499377,134.2062407,77.29426344,87.85654411,89.15394343,91.86365598,102.3673673,137.6060864,142.070227,82.44883805,93.16840065,94.37742117,97.32437231,106.4050363,143.1267089,148.6404799,84.90349,96.39955965,97.36267619,101.7241532,112.2169183,147.4625367,152.7508721,84.90349,96.39955965,97.36267619,101.7241532,112.2169183,147.4625367,152.7508721,84.90349,96.39955965,97.36267619,101.7241532,112.2169183,147.4625367,152.7508721,84.90349,96.39955965,97.36267619,101.7241532,112.2169183,147.4625367,152.7508721,84.90349,96.39955965,97.36267619,101.7241532,112.2169183,147.4625367,152.7508721,84.90349,96.39955965,97.36267619,101.7241532,112.2169183,147.4625367,152.7508721,84.90349,96.39955965,97.36267619,101.7241532,112.2169183,147.4625367,152.7508721
0.711,14280,23,1,1,1,2,2.46E+20,51.59597153,59.66273358,63.19986875,71.08664317,83.3208807,113.5773116,128.0950843,75.85144361,87.89367413,89.31210815,95.54618076,108.408049,144.1547266,154.2601853,88.8205216,102.6771931,104.9089006,109.8745002,120.6625852,159.6332407,169.1769814,95.8170386,111.6980683,114.1598044,118.9486268,129.8152777,171.3096338,177.0802252,103.2223126,120.5864336,121.7624067,126.1879713,138.7295695,178.1076428,181.5760284,104.532231,122.1946145,123.6289935,129.3293725,140.5695769,181.674659,186.4374628,104.532231,122.1946145,123.6289935,129.3293725,140.5695769,181.674659,186.4374628,104.532231,122.1946145,123.6289935,129.3293725,140.5695769,181.674659,186.4374628,104.532231,122.1946145,123.6289935,129.3293725,140.5695769,181.674659,186.4374628,104.532231,122.1946145,123.6289935,129.3293725,140.5695769,181.674659,186.4374628,104.532231,122.1946145,123.6289935,129.3293725,140.5695769,181.674659,186.4374628,104.532231,122.1946145,123.6289935,129.3293725,140.5695769,181.674659,186.4374628
0.711,14280,23,1,1,1,3,2.46E+20,59.89820312,70.9361992,76.75046319,86.96063392,101.6412094,142.7351938,158.4649523,96.23011925,113.3847221,115.8714856,122.2761268,133.8953986,180.3948172,192.2116535,113.6559385,134.9944909,136.4281508,142.1643577,154.166196,202.951338,210.4829762,124.5504605,148.5526313,148.3296194,153.7048091,165.8979831,215.7216872,221.6594478,126.8018723,151.9317854,153.111494,157.695408,168.0715406,220.3926795,225.2441221,132.2338973,157.5501081,158.813178,162.9353829,174.4771452,229.2735772,233.0827155,132.2338973,157.5501081,158.813178,162.9353829,174.4771452,229.2735772,233.0827155,132.2338973,157.5501081,158.813178,162.9353829,174.4771452,229.2735772,233.0827155,132.2338973,157.5501081,158.813178,162.9353829,174.4771452,229.2735772,233.0827155,132.2338973,157.5501081,158.813178,162.9353829,174.4771452,229.2735772,233.0827155,132.2338973,157.5501081,158.813178,162.9353829,174.4771452,229.2735772,233.0827155,132.2338973,157.5501081,158.813178,162.9353829,174.4771452,229.2735772,233.0827155
0.711,14280,23,1,1,1,4,2.46E+20,72.65874695,84.44991114,91.56280803,105.2268763,122.588206,173.3932649,193.6078584,120.9327285,140.858832,142.7865876,150.2815729,164.7210739,221.0388525,232.0630655,144.5592578,167.7581066,168.2400053,172.3355575,184.9658291,244.7913621,252.1061837,155.3021249,181.8460639,181.826141,185.0951942,198.9202955,258.7739377,266.2579164,161.001216,188.0711999,187.0766397,191.0143877,202.6822761,263.8370839,267.2047007,164.54675,189.9085514,188.8394735,192.3728584,205.4797508,266.6118894,271.6581157,164.54675,189.9085514,188.8394735,192.3728584,205.4797508,266.6118894,271.6581157,164.54675,189.9085514,188.8394735,192.3728584,205.4797508,266.6118894,271.6581157,164.54675,189.9085514,188.8394735,192.3728584,205.4797508,266.6118894,271.6581157,164.54675,189.9085514,188.8394735,192.3728584,205.4797508,266.6118894,271.6581157,164.54675,189.9085514,188.8394735,192.3728584,205.4797508,266.6118894,271.6581157,164.54675,189.9085514,188.8394735,192.3728584,205.4797508,266.6118894,271.6581157
0.711,14280,23,1,1,1,5,2.46E+20,86.91284908,99.15008635,107.3578653,124.6668154,149.1761611,203.3716853,227.9809013,150.8689513,170.9151383,172.1987154,180.6761098,198.608484,257.3642991,269.7826658,177.5411231,201.2575577,199.4420505,204.4818566,222.3104988,283.3666469,290.8873134,189.4731144,215.7380695,212.6935899,216.5575395,232.9620039,295.851335,302.0973603,194.0698292,221.161571,217.2942082,221.3466708,236.6661376,296.5509559,301.1274789,195.4735625,221.1149954,216.3384335,222.116929,237.6730259,300.5132123,304.9644205,195.4735625,221.1149954,216.3384335,222.116929,237.6730259,300.5132123,304.9644205,195.4735625,221.1149954,216.3384335,222.116929,237.6730259,300.5132123,304.9644205,195.4735625,221.1149954,216.3384335,222.116929,237.6730259,300.5132123,304.9644205,195.4735625,221.1149954,216.3384335,222.116929,237.6730259,300.5132123,304.9644205,195.4735625,221.1149954,216.3384335,222.116929,237.6730259,300.5132123,304.9644205,195.4735625,221.1149954,216.3384335,222.116929,237.6730259,300.5132123,304.9644205
0.711,14280,23,1,1,1,6,2.46E+20,96.27173245,110.8235948,120.8541948,144.8728501,176.0015557,231.1414298,255.8509277,180.314308,203.1731046,201.0880193,211.6241077,236.7650592,288.1060991,299.2492038,206.3354691,233.522226,229.8952612,237.7137682,260.4099725,312.5432485,319.0446116,217.9068872,248.2702315,244.0286496,249.8949096,272.8761144,324.6562708,334.0058262,224.834625,254.6305564,248.6356023,255.5814874,276.1234001,328.6697013,331.2870582,227.967155,259.4204837,253.3674883,258.7458349,280.9988638,331.8376892,338.1423212,227.967155,259.4204837,253.3674883,258.7458349,280.9988638,331.8376892,338.1423212,227.967155,259.4204837,253.3674883,258.7458349,280.9988638,331.8376892,338.1423212,227.967155,259.4204837,253.3674883,258.7458349,280.9988638,331.8376892,338.1423212,227.967155,259.4204837,253.3674883,258.7458349,280.9988638,331.8376892,338.1423212,227.967155,259.4204837,253.3674883,258.7458349,280.9988638,331.8376892,338.1423212,227.967155,259.4204837,253.3674883,258.7458349,280.9988638,331.8376892,338.1423212
0.711,14280,23,1,1,2,1,2.46E+20,136.4459694,160.7872029,179.2413649,216.6120374,254.6419532,289.1635536,318.060306,268.4525836,309.0487686,299.8485306,308.4151441,329.9832986,351.169934,365.6276921,304.2405513,351.4919454,334.5864745,339.29834,354.0078247,367.3716272,376.7939777,311.800103,360.1863024,345.6496095,346.5350075,362.9055441,376.166665,385.0491157,312.7632463,364.3564906,346.6076159,350.4997365,363.3451272,373.5467181,380.978461,316.0171859,363.2560934,347.1033534,350.8944962,364.2530841,374.9204938,381.1192635,316.0171859,363.2560934,347.1033534,350.8944962,364.2530841,374.9204938,381.1192635,316.0171859,363.2560934,347.1033534,350.8944962,364.2530841,374.9204938,381.1192635,316.0171859,363.2560934,347.1033534,350.8944962,364.2530841,374.9204938,381.1192635,316.0171859,363.2560934,347.1033534,350.8944962,364.2530841,374.9204938,381.1192635,316.0171859,363.2560934,347.1033534,350.8944962,364.2530841,374.9204938,381.1192635,316.0171859,363.2560934,347.1033534,350.8944962,364.2530841,374.9204938,381.1192635
0.711,14280,23,1,1,2,2,2.46E+20,143.4152993,166.3011481,184.0811766,223.2710565,262.4786864,294.1601534,327.2455412,286.7116424,322.4939237,313.6682178,322.7466265,342.1649686,355.0717888,376.1817511,318.4056561,358.9462114,342.5698859,347.2673332,360.7383122,372.0253592,383.7241178,330.2946258,374.8791029,356.5506475,354.9724497,369.1597273,378.944323,388.0071114,333.1314811,375.8293279,358.8946185,360.2604938,370.4195601,377.8705302,387.241486,332.1792187,373.6834482,354.4258796,357.3834417,367.0633377,372.350857,380.5869244,332.1792187,373.6834482,354.4258796,357.3834417,367.0633377,372.350857,380.5869244,332.1792187,373.6834482,354.4258796,357.3834417,367.0633377,372.350857,380.5869244,332.1792187,373.6834482,354.4258796,357.3834417,367.0633377,372.350857,380.5869244,332.1792187,373.6834482,354.4258796,357.3834417,367.0633377,372.350857,380.5869244,332.1792187,373.6834482,354.4258796,357.3834417,367.0633377,372.350857,380.5869244,332.1792187,373.6834482,354.4258796,357.3834417,367.0633377,372.350857,380.5869244
0.711,14280,23,1,1,2,3,2.46E+20,143.8978916,166.2767886,183.9992126,222.7483732,261.0538715,290.4640218,320.8767692,285.8277959,321.8399844,310.633964,321.946685,339.996351,354.472316,370.5498243,326.6280342,367.1268336,349.7623538,353.1841274,363.8424196,371.7658138,384.3152063,333.1621247,375.0921947,357.8808617,359.3125959,367.4161267,377.759895,386.0800599,335.5582726,376.9105773,356.4899915,356.6388415,364.0553553,371.156546,381.1341324,332.004019,374.4019945,356.2530275,356.8395221,366.9584545,374.5942417,382.0739535,332.004019,374.4019945,356.2530275,356.8395221,366.9584545,374.5942417,382.0739535,332.004019,374.4019945,356.2530275,356.8395221,366.9584545,374.5942417,382.0739535,332.004019,374.4019945,356.2530275,356.8395221,366.9584545,374.5942417,382.0739535,332.004019,374.4019945,356.2530275,356.8395221,366.9584545,374.5942417,382.0739535,332.004019,374.4019945,356.2530275,356.8395221,366.9584545,374.5942417,382.0739535,332.004019,374.4019945,356.2530275,356.8395221,366.9584545,374.5942417,382.0739535
